,Maa,Vuosi,Gold,Silver,Bronze,No_medal,#,,Nimi,Ikä,PP,O,M,S,P,RM,+/-,YVM,AVM,VM,M/O,S/O,P/O
2966,czech-republic,2008,0,0,0,1,23,,Vaclav Skuhravy,29,H,2,0,0,0,0,-1,0,0,0,0.000,0.000,0.000
2967,czech-republic,2008,0,0,0,1,24,,Marek Pinc,29,M,1,0,0,0,0,,0,0,0,0.000,0.000,0.000
2968,czech-republic,2007,0,0,0,1,1,,Tomá Plekanec,24,H,7,4,4,8,2,3,2,0,1,0.571,0.571,1.143
2969,czech-republic,2007,0,0,0,1,2,,Jaroslav Hlinka,30,H,7,3,4,7,0,-1,1,0,1,0.429,0.571,1.000
2970,czech-republic,2007,0,0,0,1,3,,David Výborný,32,H,7,1,5,6,2,1,1,0,0,0.143,0.714,0.857
2971,czech-republic,2007,0,0,0,1,4,,Marek idlický,30,P,7,1,5,6,6,-3,1,0,0,0.143,0.714,0.857
2972,czech-republic,2007,0,0,0,1,5,,Rostislav Olesz,21,H,7,2,3,5,4,2,1,1,0,0.286,0.429,0.714
2973,czech-republic,2007,0,0,0,1,6,,Petr Sýkora,28,H,7,2,3,5,4,1,1,0,0,0.286,0.429,0.714
2974,czech-republic,2007,0,0,0,1,7,,Jan Marek,27,H,6,2,3,5,4,-1,2,0,0,0.333,0.500,0.833
2975,czech-republic,2007,0,0,0,1,8,,Zbynek Irgl,26,H,7,2,2,4,4,-1,0,0,0,0.286,0.286,0.571
2976,czech-republic,2007,0,0,0,1,9,,Michal Barinka,22,P,7,1,2,3,8,0,0,0,0,0.143,0.286,0.429
2977,czech-republic,2007,0,0,0,1,10,,Petr Caslava,27,P,7,2,0,2,6,2,2,0,0,0.286,0.000,0.286
2978,czech-republic,2007,0,0,0,1,11,,Petr Cajánek,31,H,6,0,2,2,12,-3,0,0,0,0.000,0.333,0.333
2979,czech-republic,2007,0,0,0,1,12,,Jaroslav Bednár,30,H,7,1,0,1,0,-1,0,0,1,0.143,0.000,0.143
2980,czech-republic,2007,0,0,0,1,13,,Petr Tenkrát,29,H,7,1,0,1,4,-1,0,0,0,0.143,0.000,0.143
2981,czech-republic,2007,0,0,0,1,14,,Rostislav Klesla,25,P,4,1,0,1,8,-2,0,0,0,0.250,0.000,0.250
2982,czech-republic,2007,0,0,0,1,15,,Zbynek Michálek,24,P,7,0,1,1,4,0,0,0,0,0.000,0.143,0.143
2983,czech-republic,2007,0,0,0,1,16,,Roman Cechmánek,36,M,7,0,0,0,4,,0,0,0,0.000,0.000,0.000
2984,czech-republic,2007,0,0,0,1,17,,Radek Hamr,32,P,7,0,0,0,0,1,0,0,0,0.000,0.000,0.000
2985,czech-republic,2007,0,0,0,1,18,,Petr Hubácek,27,H,7,0,0,0,2,-2,0,0,0,0.000,0.000,0.000
2986,czech-republic,2007,0,0,0,1,19,,Jaroslav Balatík,27,H,6,0,0,0,4,1,0,0,0,0.000,0.000,0.000
2987,czech-republic,2007,0,0,0,1,20,,Jirí Novotný,23,H,6,0,0,0,8,0,0,0,0,0.000,0.000,0.000
2988,czech-republic,2007,0,0,0,1,21,,Ladislav míd,21,P,6,0,0,0,31,-1,0,0,0,0.000,0.000,0.000
2989,czech-republic,2007,0,0,0,1,22,,Jan Platil,24,P,4,0,0,0,8,1,0,0,0,0.000,0.000,0.000
2990,czech-republic,2007,0,0,0,1,23,,Tomas Rolinek,27,H,3,0,0,0,0,0,0,0,0,0.000,0.000,0.000
2991,czech-republic,2007,0,0,0,1,24,,Marek Pinc,28,M,1,0,0,0,0,,0,0,0,0.000,0.000,0.000
2992,czech-republic,2006,0,1,0,0,1,,David Výborný,31,H,9,3,6,9,2,0,1,0,1,0.333,0.667,1.000
2993,czech-republic,2006,0,1,0,0,2,,Martin Erat,24,H,9,3,5,8,6,1,2,0,0,0.333,0.556,0.889
2994,czech-republic,2006,0,1,0,0,3,,Jaroslav Balatík,26,H,9,4,2,6,2,1,1,0,2,0.444,0.222,0.667
2995,czech-republic,2006,0,1,0,0,4,,Jaroslav Hlinka,29,H,9,2,4,6,2,2,1,0,0,0.222,0.444,0.667
2996,czech-republic,2006,0,1,0,0,5,,Tomá Kaberle,28,P,9,1,5,6,31,-2,1,0,0,0.111,0.556,0.667
2997,czech-republic,2006,0,1,0,0,6,,Zbynek Irgl,25,H,6,2,2,4,0,1,0,0,1,0.333,0.333,0.667
2998,czech-republic,2006,0,1,0,0,7,,Zbynek Michálek,23,P,9,3,0,3,6,0,2,0,1,0.333,0.000,0.333
2999,czech-republic,2006,0,1,0,0,8,,Tomá Plekanec,23,H,9,3,0,3,20,2,0,1,0,0.333,0.000,0.333
3000,czech-republic,2006,0,1,0,0,9,,Jan Hlavác,29,H,9,2,1,3,4,-1,0,0,0,0.222,0.111,0.333
3001,czech-republic,2006,0,1,0,0,10,,Martin koula,26,P,9,0,2,2,6,-1,0,0,0,0.000,0.222,0.222
3002,czech-republic,2006,0,1,0,0,11,,Martin Richter,28,P,9,0,2,2,8,1,0,0,0,0.000,0.222,0.222
3003,czech-republic,2006,0,1,0,0,12,,Petr Hubácek,26,H,9,1,0,1,6,-1,0,0,0,0.111,0.000,0.111
3004,czech-republic,2006,0,1,0,0,13,,Patrik Stefan,25,H,9,1,0,1,4,-4,1,0,0,0.111,0.000,0.111
3005,czech-republic,2006,0,1,0,0,14,,Petr Tenkrát,28,H,8,1,0,1,10,0,0,0,0,0.125,0.000,0.125
3006,czech-republic,2006,0,1,0,0,15,,Jan Bulis,28,H,9,0,0,0,0,-4,0,0,0,0.000,0.000,0.000
3007,czech-republic,2006,0,1,0,0,16,,Jan Hejda,27,P,9,0,0,0,4,-2,0,0,0,0.000,0.000,0.000
3008,czech-republic,2006,0,1,0,0,17,,Milan Hnilicka,32,M,9,0,0,0,0,,0,0,0,0.000,0.000,0.000
3009,czech-republic,2006,0,1,0,0,18,,Luká Krajícek,23,P,9,0,0,0,8,0,0,0,0,0.000,0.000,0.000
3010,czech-republic,2006,0,1,0,0,19,,Zdenek Kutlak,26,P,9,0,0,0,0,-2,0,0,0,0.000,0.000,0.000
3011,czech-republic,2006,0,1,0,0,20,,Tomas Rolinek,26,H,8,0,0,0,2,-2,0,0,0,0.000,0.000,0.000
3012,czech-republic,2006,0,1,0,0,21,,Jaroslav Bednár,29,H,7,0,0,0,0,-2,0,0,0,0.000,0.000,0.000
3013,czech-republic,2006,0,1,0,0,22,,Ivo Prorok,36,H,6,0,0,0,4,0,0,0,0,0.000,0.000,0.000
3014,czech-republic,2005,1,0,0,0,1,,Jaromír Jágr,33,H,8,2,7,9,2,4,1,0,1,0.250,0.875,1.125
3015,czech-republic,2005,1,0,0,0,2,,Václav Prospal,30,H,9,2,6,8,4,4,1,0,1,0.222,0.667,0.889
3016,czech-republic,2005,1,0,0,0,3,,Martin Rucínský,34,H,9,2,4,6,22,4,0,0,1,0.222,0.444,0.667
3017,czech-republic,2005,1,0,0,0,4,,Martin Straka,32,H,9,3,1,4,8,6,0,0,1,0.333,0.111,0.444
3018,czech-republic,2005,1,0,0,0,5,,Petr Cajánek,29,H,9,2,2,4,8,5,0,0,0,0.222,0.222,0.444
3019,czech-republic,2005,1,0,0,0,6,,Pavel Kubina,28,P,9,2,2,4,10,4,2,0,1,0.222,0.222,0.444
3020,czech-republic,2005,1,0,0,0,7,,Tomá Kaberle,27,P,9,1,3,4,4,3,1,0,0,0.111,0.333,0.444
3021,czech-republic,2005,1,0,0,0,8,,David Výborný,30,H,9,1,3,4,8,3,1,0,0,0.111,0.333,0.444
3022,czech-republic,2005,1,0,0,0,9,,Marek idlický,28,P,9,1,3,4,18,8,0,0,0,0.111,0.333,0.444
3023,czech-republic,2005,1,0,0,0,10,,Petr Sýkora,28,H,9,2,1,3,4,3,0,0,0,0.222,0.111,0.333
3024,czech-republic,2005,1,0,0,0,11,,Jan Hlavác,28,H,6,1,2,3,0,4,0,0,1,0.167,0.333,0.500
3025,czech-republic,2005,1,0,0,0,12,,Ale Hemský,21,H,7,2,0,2,2,5,0,0,1,0.286,0.000,0.286
3026,czech-republic,2005,1,0,0,0,13,,Radek Dvorák,28,H,9,1,1,2,4,2,0,0,1,0.111,0.111,0.222
3027,czech-republic,2005,1,0,0,0,14,,Josef Vaícek,24,H,8,1,1,2,4,3,0,1,0,0.125,0.125,0.250
3028,czech-republic,2005,1,0,0,0,15,,Frantiek Kaberle,31,P,9,1,0,1,4,1,1,0,0,0.111,0.000,0.111
3029,czech-republic,2005,1,0,0,0,16,,Jaroslav pacek,31,P,9,1,0,1,0,3,0,0,0,0.111,0.000,0.111
3030,czech-republic,2005,1,0,0,0,17,,Václav Varad'a,29,H,9,1,0,1,2,2,0,0,0,0.111,0.000,0.111
3031,czech-republic,2005,1,0,0,0,18,,Jirí Fischer,24,P,9,0,1,1,4,5,0,0,0,0.000,0.111,0.111
3032,czech-republic,2005,1,0,0,0,19,,Radim Vrbata,23,H,3,0,1,1,0,1,0,0,0,0.000,0.333,0.333
3033,czech-republic,2005,1,0,0,0,20,,Jan Hejda,26,P,9,0,0,0,2,2,0,0,0,0.000,0.000,0.000
3034,czech-republic,2005,1,0,0,0,21,,Jirí légr,33,P,9,0,0,0,6,2,0,0,0,0.000,0.000,0.000
3035,czech-republic,2005,1,0,0,0,22,,Tomá Vokoun,28,M,8,0,0,0,6,,0,0,0,0.000,0.000,0.000
3036,czech-republic,2005,1,0,0,0,23,,Petr Prucha,22,H,3,0,0,0,0,0,0,0,0,0.000,0.000,0.000
3037,czech-republic,2005,1,0,0,0,24,,Milan Hnilicka,31,M,1,0,0,0,0,,0,0,0,0.000,0.000,0.000
3038,czech-republic,2004,0,0,0,1,1,,Jaromír Jágr,32,H,7,5,4,9,6,2,3,0,3,0.714,0.571,1.286
3039,czech-republic,2004,0,0,0,1,2,,Martin Rucínský,33,H,7,5,4,9,6,5,0,0,1,0.714,0.571,1.286
3040,czech-republic,2004,0,0,0,1,3,,Václav Prospal,29,H,7,3,4,7,2,5,3,0,0,0.429,0.571,1.000
3041,czech-republic,2004,0,0,0,1,4,,Radek Dvorák,27,H,7,0,7,7,16,5,0,0,0,0.000,1.000,1.000
3042,czech-republic,2004,0,0,0,1,5,,Petr Prucha,21,H,7,3,1,4,6,3,2,0,1,0.429,0.143,0.571
3043,czech-republic,2004,0,0,0,1,6,,Josef Beránek,34,H,7,2,2,4,4,2,0,0,0,0.286,0.286,0.571
3044,czech-republic,2004,0,0,0,1,7,,Martin Straka,31,H,7,2,2,4,4,2,0,0,0,0.286,0.286,0.571
3045,czech-republic,2004,0,0,0,1,8,,Jan Hlavác,27,H,7,1,3,4,6,4,1,0,0,0.143,0.429,0.571
3046,czech-republic,2004,0,0,0,1,9,,Frantiek Kaberle,30,P,7,0,4,4,6,4,0,0,0,0.000,0.571,0.571
3047,czech-republic,2004,0,0,0,1,10,,Jaroslav pacek,30,P,6,2,1,3,6,1,2,0,1,0.333,0.167,0.500
3048,czech-republic,2004,0,0,0,1,11,,Jirí Dopita,35,H,7,1,2,3,2,3,0,0,0,0.143,0.286,0.429
3049,czech-republic,2004,0,0,0,1,12,,Jan Hejda,25,P,7,1,1,2,8,5,0,0,0,0.143,0.143,0.286
3050,czech-republic,2004,0,0,0,1,13,,Milan Kraft,24,H,7,1,1,2,2,3,0,0,0,0.143,0.143,0.286
3051,czech-republic,2004,0,0,0,1,14,,David Výborný,29,H,7,1,1,2,0,1,1,0,0,0.143,0.143,0.286
3052,czech-republic,2004,0,0,0,1,15,,Jirí légr,32,P,7,0,2,2,10,7,0,0,0,0.000,0.286,0.286
3053,czech-republic,2004,0,0,0,1,16,,Jan Novak,25,P,7,0,2,2,4,2,0,0,0,0.000,0.286,0.286
3054,czech-republic,2004,0,0,0,1,17,,Martin koula,24,P,7,1,0,1,4,3,0,0,0,0.143,0.000,0.143
3055,czech-republic,2004,0,0,0,1,18,,Jaroslav Hlinka,27,H,2,0,1,1,2,2,0,0,0,0.000,0.500,0.500
3056,czech-republic,2004,0,0,0,1,19,,Roman Hamrlík,30,P,7,0,0,0,0,2,0,0,0,0.000,0.000,0.000
3057,czech-republic,2004,0,0,0,1,20,,Tomá Vokoun,27,M,6,0,0,0,2,,0,0,0,0.000,0.000,0.000
3058,czech-republic,2004,0,0,0,1,21,,Michal Sup,30,H,4,0,0,0,0,0,0,0,0,0.000,0.000,0.000
3059,czech-republic,2004,0,0,0,1,22,,Martin Havlát,23,H,3,0,0,0,4,-1,0,0,0,0.000,0.000,0.000
3060,czech-republic,2004,0,0,0,1,23,,Roman Cechmánek,33,M,1,0,0,0,0,,0,0,0,0.000,0.000,0.000
3061,czech-republic,2003,0,0,0,1,1,,Martin Straka,30,H,9,6,4,10,4,5,4,0,2,0.667,0.444,1.111
3062,czech-republic,2003,0,0,0,1,2,,Robert Reichel,31,H,8,4,4,8,2,4,2,0,0,0.500,0.500,1.000
3063,czech-republic,2003,0,0,0,1,3,,Petr Kadlec,26,P,9,1,6,7,12,-3,0,0,0,0.111,0.667,0.778
3064,czech-republic,2003,0,0,0,1,4,,Tomá Kaberle,25,P,7,0,7,7,2,-1,0,0,0,0.000,1.000,1.000
3065,czech-republic,2003,0,0,0,1,5,,Milan Hejduk,27,H,7,5,1,6,2,4,1,0,1,0.714,0.143,0.857
3066,czech-republic,2003,0,0,0,1,6,,Jan Hlavác,26,H,9,4,2,6,2,3,1,1,2,0.444,0.222,0.667
3067,czech-republic,2003,0,0,0,1,7,,Radim Vrbata,21,H,9,3,3,6,2,2,1,0,0,0.333,0.333,0.667
3068,czech-republic,2003,0,0,0,1,8,,Jirí Hudler,19,H,9,2,4,6,2,0,1,0,0,0.222,0.444,0.667
3069,czech-republic,2003,0,0,0,1,9,,Jaroslav pacek,29,P,9,1,5,6,4,10,0,0,0,0.111,0.556,0.667
3070,czech-republic,2003,0,0,0,1,10,,David Výborný,28,H,9,4,1,5,8,4,0,0,1,0.444,0.111,0.556
3071,czech-republic,2003,0,0,0,1,11,,Radek Duda,24,H,8,1,4,5,43,3,0,0,0,0.125,0.500,0.625
3072,czech-republic,2003,0,0,0,1,12,,Jaroslav Hlinka,26,H,9,2,1,3,6,-3,2,0,0,0.222,0.111,0.333
3073,czech-republic,2003,0,0,0,1,13,,Jaroslav Modrý,32,P,9,0,3,3,4,2,0,0,0,0.000,0.333,0.333
3074,czech-republic,2003,0,0,0,1,14,,Josef Vaícek,22,H,9,0,2,2,2,2,0,0,0,0.000,0.222,0.222
3075,czech-republic,2003,0,0,0,1,15,,Michal Sup,29,H,9,1,0,1,6,3,0,0,0,0.111,0.000,0.111
3076,czech-republic,2003,0,0,0,1,16,,Jaroslav Balatík,23,H,8,1,0,1,2,0,0,0,0,0.125,0.000,0.125
3077,czech-republic,2003,0,0,0,1,17,,Pavel Trnka,26,P,5,1,0,1,6,-1,0,0,0,0.200,0.000,0.200
3078,czech-republic,2003,0,0,0,1,18,,Martin Richter,25,P,9,0,1,1,24,7,0,0,0,0.000,0.111,0.111
3079,czech-republic,2003,0,0,0,1,19,,Jindrich Kotrla,28,H,9,0,1,1,2,1,0,0,0,0.000,0.111,0.111
3080,czech-republic,2003,0,0,0,1,20,,Tomá Vokoun,26,M,7,0,1,1,0,,0,0,0,0.000,0.143,0.143
3081,czech-republic,2003,0,0,0,1,21,,Pavel Kolarík,30,P,5,0,1,1,2,3,0,0,0,0.000,0.200,0.200
3082,czech-republic,2003,0,0,0,1,22,,Jan Hejda,24,P,9,0,0,0,4,2,0,0,0,0.000,0.000,0.000
3083,czech-republic,2003,0,0,0,1,23,,Roman Malek,25,M,3,0,0,0,0,,0,0,0,0.000,0.000,0.000
3084,czech-republic,2003,0,0,0,1,24,,Milan Michálek,18,H,1,0,0,0,0,0,0,0,0,0.000,0.000,0.000
3085,czech-republic,2002,0,0,0,1,1,,Jaromír Jágr,30,H,7,4,4,8,2,5,1,0,0,0.571,0.571,1.143
3086,czech-republic,2002,0,0,0,1,2,,Martin Procházka,30,H,7,4,3,7,0,4,0,0,3,0.571,0.429,1.000
3087,czech-republic,2002,0,0,0,1,3,,Pavel Kubina,25,P,7,3,4,7,8,9,1,1,0,0.429,0.571,1.000
3088,czech-republic,2002,0,0,0,1,4,,Tomá Vlasak,27,H,7,3,3,6,0,2,0,0,0,0.429,0.429,0.857
3089,czech-republic,2002,0,0,0,1,5,,Jaroslav Hlinka,25,H,7,1,5,6,2,5,0,0,0,0.143,0.714,0.857
3090,czech-republic,2002,0,0,0,1,6,,Petr Cajánek,26,H,7,3,2,5,2,2,1,0,0,0.429,0.286,0.714
3091,czech-republic,2002,0,0,0,1,7,,Pavel Patera,30,H,7,2,3,5,4,2,1,0,0,0.286,0.429,0.714
3092,czech-republic,2002,0,0,0,1,8,,Viktor Ujcik,29,H,7,2,2,4,2,2,0,0,0,0.286,0.286,0.571
3093,czech-republic,2002,0,0,0,1,9,,David Výborný,27,H,7,1,3,4,16,3,0,0,0,0.143,0.429,0.571
3094,czech-republic,2002,0,0,0,1,10,,Jan Hrdina,26,H,7,2,1,3,12,5,0,0,1,0.286,0.143,0.429
3095,czech-republic,2002,0,0,0,1,11,,Rostislav Klesla,20,P,7,1,2,3,2,0,1,0,0,0.143,0.286,0.429
3096,czech-republic,2002,0,0,0,1,12,,David Moravec,29,H,7,1,2,3,2,2,0,0,0,0.143,0.286,0.429
3097,czech-republic,2002,0,0,0,1,13,,Jaroslav pacek,28,P,7,1,2,3,8,9,0,0,1,0.143,0.286,0.429
3098,czech-republic,2002,0,0,0,1,14,,Michal Sýkora,28,P,7,1,2,3,12,3,0,0,0,0.143,0.286,0.429
3099,czech-republic,2002,0,0,0,1,15,,Filip Kuba,25,P,7,0,3,3,18,0,0,0,0,0.000,0.429,0.429
3100,czech-republic,2002,0,0,0,1,16,,Michal Bros,26,H,7,0,2,2,4,6,0,0,0,0.000,0.286,0.286
3101,czech-republic,2002,0,0,0,1,17,,Frantiek Kaberle,28,P,7,1,0,1,0,5,1,0,1,0.143,0.000,0.143
3102,czech-republic,2002,0,0,0,1,18,,Zdenek Sedlak,28,H,7,1,0,1,2,1,0,0,0,0.143,0.000,0.143
3103,czech-republic,2002,0,0,0,1,19,,Martin Richter,24,P,6,0,0,0,0,0,0,0,0,0.000,0.000,0.000
3104,czech-republic,2002,0,0,0,1,20,,Milan Hnilicka,28,M,5,0,0,0,0,,0,0,0,0.000,0.000,0.000
3105,czech-republic,2002,0,0,0,1,21,,Ondrej Kratena,25,H,5,0,0,0,0,0,0,0,0,0.000,0.000,0.000
3106,czech-republic,2002,0,0,0,1,22,,Jiri Trvaj,28,M,2,0,0,0,0,,0,0,0,0.000,0.000,0.000
3107,czech-republic,2001,1,0,0,0,1,,Robert Reichel,29,H,9,5,7,12,4,11,1,0,1,0.556,0.778,1.333
3108,czech-republic,2001,1,0,0,0,2,,Radek Dvorák,24,H,9,4,4,8,8,8,0,0,0,0.444,0.444,0.889
3109,czech-republic,2001,1,0,0,0,3,,Petr Cajánek,25,H,9,2,6,8,4,9,0,1,0,0.222,0.667,0.889
3110,czech-republic,2001,1,0,0,0,4,,Viktor Ujcik,28,H,9,6,1,7,4,9,1,0,2,0.667,0.111,0.778
3111,czech-republic,2001,1,0,0,0,5,,David Moravec,28,H,9,3,4,7,6,2,1,0,2,0.333,0.444,0.778
3112,czech-republic,2001,1,0,0,0,6,,Martin Procházka,29,H,9,4,2,6,2,4,1,0,2,0.444,0.222,0.667
3113,czech-republic,2001,1,0,0,0,7,,Martin Rucínský,30,H,9,2,4,6,30,8,0,0,0,0.222,0.444,0.667
3114,czech-republic,2001,1,0,0,0,8,,Tomá Vlasak,26,H,9,2,4,6,4,6,0,0,0,0.222,0.444,0.667
3115,czech-republic,2001,1,0,0,0,9,,Pavel Kubina,24,P,9,2,3,5,18,9,0,0,0,0.222,0.333,0.556
3116,czech-republic,2001,1,0,0,0,10,,Pavel Patera,29,H,9,0,5,5,2,2,0,0,0,0.000,0.556,0.556
3117,czech-republic,2001,1,0,0,0,11,,Jirí Dopita,32,H,9,2,1,3,4,4,0,0,1,0.222,0.111,0.333
3118,czech-republic,2001,1,0,0,0,12,,Jaroslav pacek,27,P,9,0,3,3,4,7,0,0,0,0.000,0.333,0.333
3119,czech-republic,2001,1,0,0,0,13,,David Výborný,26,H,9,2,0,2,4,2,0,0,0,0.222,0.000,0.222
3120,czech-republic,2001,1,0,0,0,14,,Filip Kuba,24,P,9,1,1,2,8,4,0,0,0,0.111,0.111,0.222
3121,czech-republic,2001,1,0,0,0,15,,Radek Martínek,24,P,9,0,2,2,8,12,0,0,0,0.000,0.222,0.222
3122,czech-republic,2001,1,0,0,0,16,,Frantiek Kaberle,27,P,9,1,0,1,4,5,0,0,0,0.111,0.000,0.111
3123,czech-republic,2001,1,0,0,0,17,,Jaroslav Hlinka,24,H,9,1,0,1,2,0,0,0,0,0.111,0.000,0.111
3124,czech-republic,2001,1,0,0,0,18,,Jan Tomajko,24,H,9,0,1,1,2,0,0,0,0,0.000,0.111,0.111
3125,czech-republic,2001,1,0,0,0,19,,Milan Hnilicka,27,M,9,0,0,0,2,,0,0,0,0.000,0.000,0.000
3126,czech-republic,2001,1,0,0,0,20,,Karel Pilar,23,P,9,0,0,0,6,8,0,0,0,0.000,0.000,0.000
3127,czech-republic,2001,1,0,0,0,21,,Martin Richter,23,P,9,0,0,0,0,2,0,0,0,0.000,0.000,0.000
3128,czech-republic,2001,1,0,0,0,22,,Dusan Salficky,29,M,1,0,0,0,0,,0,0,0,0.000,0.000,0.000
3129,czech-republic,2000,0,0,0,1,1,,Jirí Dopita,31,H,9,4,7,11,16,8,3,0,1,0.444,0.778,1.222
3130,czech-republic,2000,0,0,0,1,2,,David Výborný,25,H,9,4,6,10,6,6,1,0,0,0.444,0.667,1.111
3131,czech-republic,2000,0,0,0,1,3,,Tomá Vlasak,25,H,9,4,5,9,0,5,0,0,1,0.444,0.556,1.000
3132,czech-republic,2000,0,0,0,1,4,,Michal Sýkora,26,P,9,5,3,8,16,7,2,0,1,0.556,0.333,0.889
3133,czech-republic,2000,0,0,0,1,5,,Václav Prospal,25,H,9,3,4,7,8,5,2,0,0,0.333,0.444,0.778
3134,czech-republic,2000,0,0,0,1,6,,Václav Varad'a,24,H,9,2,4,6,6,5,1,0,0,0.222,0.444,0.667
3135,czech-republic,2000,0,0,0,1,7,,Martin Procházka,28,H,9,2,3,5,6,5,0,0,0,0.222,0.333,0.556
3136,czech-republic,2000,0,0,0,1,8,,Robert Reichel,28,H,9,2,3,5,4,3,0,0,1,0.222,0.333,0.556
3137,czech-republic,2000,0,0,0,1,9,,Frantiek Kaberle,26,P,8,2,3,5,6,5,0,0,0,0.250,0.375,0.625
3138,czech-republic,2000,0,0,0,1,10,,Frantiek Kucera,32,P,9,2,2,4,6,8,0,0,1,0.222,0.222,0.444
3139,czech-republic,2000,0,0,0,1,11,,Petr Buzek,23,P,9,1,3,4,24,6,0,0,0,0.111,0.333,0.444
3140,czech-republic,2000,0,0,0,1,12,,Petr Cajánek,24,H,9,1,3,4,2,1,0,0,0,0.111,0.333,0.444
3141,czech-republic,2000,0,0,0,1,13,,Martin Havlát,19,H,9,2,1,3,2,1,0,0,1,0.222,0.111,0.333
3142,czech-republic,2000,0,0,0,1,14,,Martin Stepanek,29,P,9,2,1,3,10,3,1,0,0,0.222,0.111,0.333
3143,czech-republic,2000,0,0,0,1,15,,Pavel Patera,28,H,9,1,1,2,4,3,0,0,0,0.111,0.111,0.222
3144,czech-republic,2000,0,0,0,1,16,,Martin panhel,22,H,9,1,1,2,10,1,0,0,0,0.111,0.111,0.222
3145,czech-republic,2000,0,0,0,1,17,,Jan Tomajko,23,H,9,1,1,2,0,4,0,0,1,0.111,0.111,0.222
3146,czech-republic,2000,0,0,0,1,18,,Ladislav Benýek,25,P,9,1,0,1,2,2,1,0,0,0.111,0.000,0.111
3147,czech-republic,2000,0,0,0,1,19,,Michal Bros,24,H,9,1,0,1,0,0,0,0,1,0.111,0.000,0.111
3148,czech-republic,2000,0,0,0,1,20,,Radek Martínek,23,P,9,0,0,0,4,1,0,0,0,0.000,0.000,0.000
3149,czech-republic,2000,0,0,0,1,21,,Roman Cechmánek,29,M,8,0,0,0,2,,0,0,0,0.000,0.000,0.000
3150,czech-republic,2000,0,0,0,1,22,,Dusan Salficky,28,M,1,0,0,0,0,,0,0,0,0.000,0.000,0.000
3151,switzerland,2018,0,1,0,0,1,,Nino Niederreiter,25,H,10,4,5,9,10,6,2,0,0,0.400,0.500,0.900
3152,switzerland,2018,0,1,0,0,2,,Enzo Corvi,25,H,10,4,5,9,6,2,0,0,2,0.400,0.500,0.900
3153,switzerland,2018,0,1,0,0,3,,Sven Andrighetto,25,H,9,2,7,9,27,-1,0,0,0,0.222,0.778,1.000
3154,switzerland,2018,0,1,0,0,4,,Gregory Hofmann,25,H,10,4,3,7,2,0,2,0,1,0.400,0.300,0.700
3155,switzerland,2018,0,1,0,0,5,,Ramon Untersander,27,P,10,3,4,7,0,-3,2,0,0,0.300,0.400,0.700
3156,switzerland,2018,0,1,0,0,6,,Timo Meier,21,H,7,2,5,7,2,1,2,0,0,0.286,0.714,1.000
3157,switzerland,2018,0,1,0,0,7,,Joel Vermin,26,H,10,3,3,6,0,0,0,0,1,0.300,0.300,0.600
3158,switzerland,2018,0,1,0,0,8,,Raphael Diaz,32,P,10,1,5,6,8,4,0,0,0,0.100,0.500,0.600
3159,switzerland,2018,0,1,0,0,9,,Mirco Müller,23,P,10,1,5,6,8,9,0,1,0,0.100,0.500,0.600
3160,switzerland,2018,0,1,0,0,10,,Gaetan Haas,26,H,10,3,2,5,0,2,2,0,1,0.300,0.200,0.500
3161,switzerland,2018,0,1,0,0,11,,Kevin Fiala,21,H,5,1,4,5,6,2,0,0,0,0.200,0.800,1.000
3162,switzerland,2018,0,1,0,0,12,,Simon Moser,29,H,10,2,2,4,4,3,0,1,0,0.200,0.200,0.400
3163,switzerland,2018,0,1,0,0,13,,Tristan Scherwey,26,H,10,2,2,4,2,0,0,0,1,0.200,0.200,0.400
3164,switzerland,2018,0,1,0,0,14,,Dean Kukan,24,P,10,1,2,3,0,0,1,0,0,0.100,0.200,0.300
3165,switzerland,2018,0,1,0,0,15,,Roman Josi,27,P,5,0,3,3,4,2,0,0,0,0.000,0.600,0.600
3166,switzerland,2018,0,1,0,0,16,,Michael Fora,22,P,10,0,1,1,4,-1,0,0,0,0.000,0.100,0.100
3167,switzerland,2018,0,1,0,0,17,,Reto Schäppi,27,H,10,0,0,0,4,-1,0,0,0,0.000,0.000,0.000
3168,switzerland,2018,0,1,0,0,18,,Lukas Frick,23,P,10,0,0,0,0,-1,0,0,0,0.000,0.000,0.000
3169,switzerland,2018,0,1,0,0,19,,Noah Rod,21,H,10,0,0,0,4,-2,0,0,0,0.000,0.000,0.000
3170,switzerland,2018,0,1,0,0,20,,Chris Baltisberger,26,H,9,0,0,0,4,0,0,0,0,0.000,0.000,0.000
3171,switzerland,2018,0,1,0,0,21,,Leonardo Genoni,30,M,7,0,0,0,0,,0,0,0,0.000,0.000,0.000
3172,switzerland,2018,0,1,0,0,22,,Damien Riat,21,H,6,0,0,0,0,1,0,0,0,0.000,0.000,0.000
3173,switzerland,2018,0,1,0,0,23,,Joel Genazzi,30,P,5,0,0,0,0,-1,0,0,0,0.000,0.000,0.000
3174,switzerland,2018,0,1,0,0,24,,Reto Berra,31,M,3,0,0,0,0,,0,0,0,0.000,0.000,0.000
3175,switzerland,2017,0,0,0,1,1,,Vincent Praplan,22,H,8,4,3,7,2,6,0,0,0,0.500,0.375,0.875
3176,switzerland,2017,0,0,0,1,2,,Andres Ambühl,33,H,8,3,2,5,14,4,1,0,0,0.375,0.250,0.625
