,Maa,Vuosi,Gold,Silver,Bronze,No_medal,#,,Nimi,Ikä,PP,O,M,S,P,RM,+/-,YVM,AVM,VM,M/O,S/O,P/O
3200,czech-republic,2003,0,0,0,1,6,,Jan Hlavác,26,H,9,4,2,6,2,3,1,1,2,0.444,0.222,0.667
3201,czech-republic,2003,0,0,0,1,7,,Radim Vrbata,21,H,9,3,3,6,2,2,1,0,0,0.333,0.333,0.667
3202,czech-republic,2003,0,0,0,1,8,,Jirí Hudler,19,H,9,2,4,6,2,0,1,0,0,0.222,0.444,0.667
3203,czech-republic,2003,0,0,0,1,9,,Jaroslav pacek,29,P,9,1,5,6,4,10,0,0,0,0.111,0.556,0.667
3204,czech-republic,2003,0,0,0,1,10,,David Výborný,28,H,9,4,1,5,8,4,0,0,1,0.444,0.111,0.556
3205,czech-republic,2003,0,0,0,1,11,,Radek Duda,24,H,8,1,4,5,43,3,0,0,0,0.125,0.500,0.625
3206,czech-republic,2003,0,0,0,1,12,,Jaroslav Hlinka,26,H,9,2,1,3,6,-3,2,0,0,0.222,0.111,0.333
3207,czech-republic,2003,0,0,0,1,13,,Jaroslav Modrý,32,P,9,0,3,3,4,2,0,0,0,0.000,0.333,0.333
3208,czech-republic,2003,0,0,0,1,14,,Josef Vaícek,22,H,9,0,2,2,2,2,0,0,0,0.000,0.222,0.222
3209,czech-republic,2003,0,0,0,1,15,,Michal Sup,29,H,9,1,0,1,6,3,0,0,0,0.111,0.000,0.111
3210,czech-republic,2003,0,0,0,1,16,,Jaroslav Balatík,23,H,8,1,0,1,2,0,0,0,0,0.125,0.000,0.125
3211,czech-republic,2003,0,0,0,1,17,,Pavel Trnka,26,P,5,1,0,1,6,-1,0,0,0,0.200,0.000,0.200
3212,czech-republic,2003,0,0,0,1,18,,Martin Richter,25,P,9,0,1,1,24,7,0,0,0,0.000,0.111,0.111
3213,czech-republic,2003,0,0,0,1,19,,Jindrich Kotrla,28,H,9,0,1,1,2,1,0,0,0,0.000,0.111,0.111
3214,czech-republic,2003,0,0,0,1,20,,Tomá Vokoun,26,M,7,0,1,1,0,,0,0,0,0.000,0.143,0.143
3215,czech-republic,2003,0,0,0,1,21,,Pavel Kolarík,30,P,5,0,1,1,2,3,0,0,0,0.000,0.200,0.200
3216,czech-republic,2003,0,0,0,1,22,,Jan Hejda,24,P,9,0,0,0,4,2,0,0,0,0.000,0.000,0.000
3217,czech-republic,2003,0,0,0,1,23,,Roman Malek,25,M,3,0,0,0,0,,0,0,0,0.000,0.000,0.000
3218,czech-republic,2003,0,0,0,1,24,,Milan Michálek,18,H,1,0,0,0,0,0,0,0,0,0.000,0.000,0.000
3219,czech-republic,2002,0,0,0,1,1,,Jaromír Jágr,30,H,7,4,4,8,2,5,1,0,0,0.571,0.571,1.143
3220,czech-republic,2002,0,0,0,1,2,,Martin Procházka,30,H,7,4,3,7,0,4,0,0,3,0.571,0.429,1.000
3221,czech-republic,2002,0,0,0,1,3,,Pavel Kubina,25,P,7,3,4,7,8,9,1,1,0,0.429,0.571,1.000
3222,czech-republic,2002,0,0,0,1,4,,Tomá Vlasak,27,H,7,3,3,6,0,2,0,0,0,0.429,0.429,0.857
3223,czech-republic,2002,0,0,0,1,5,,Jaroslav Hlinka,25,H,7,1,5,6,2,5,0,0,0,0.143,0.714,0.857
3224,czech-republic,2002,0,0,0,1,6,,Petr Cajánek,26,H,7,3,2,5,2,2,1,0,0,0.429,0.286,0.714
3225,czech-republic,2002,0,0,0,1,7,,Pavel Patera,30,H,7,2,3,5,4,2,1,0,0,0.286,0.429,0.714
3226,czech-republic,2002,0,0,0,1,8,,Viktor Ujcik,29,H,7,2,2,4,2,2,0,0,0,0.286,0.286,0.571
3227,czech-republic,2002,0,0,0,1,9,,David Výborný,27,H,7,1,3,4,16,3,0,0,0,0.143,0.429,0.571
3228,czech-republic,2002,0,0,0,1,10,,Jan Hrdina,26,H,7,2,1,3,12,5,0,0,1,0.286,0.143,0.429
3229,czech-republic,2002,0,0,0,1,11,,Rostislav Klesla,20,P,7,1,2,3,2,0,1,0,0,0.143,0.286,0.429
3230,czech-republic,2002,0,0,0,1,12,,David Moravec,29,H,7,1,2,3,2,2,0,0,0,0.143,0.286,0.429
3231,czech-republic,2002,0,0,0,1,13,,Jaroslav pacek,28,P,7,1,2,3,8,9,0,0,1,0.143,0.286,0.429
3232,czech-republic,2002,0,0,0,1,14,,Michal Sýkora,28,P,7,1,2,3,12,3,0,0,0,0.143,0.286,0.429
3233,czech-republic,2002,0,0,0,1,15,,Filip Kuba,25,P,7,0,3,3,18,0,0,0,0,0.000,0.429,0.429
3234,czech-republic,2002,0,0,0,1,16,,Michal Bros,26,H,7,0,2,2,4,6,0,0,0,0.000,0.286,0.286
3235,czech-republic,2002,0,0,0,1,17,,Frantiek Kaberle,28,P,7,1,0,1,0,5,1,0,1,0.143,0.000,0.143
3236,czech-republic,2002,0,0,0,1,18,,Zdenek Sedlak,28,H,7,1,0,1,2,1,0,0,0,0.143,0.000,0.143
3237,czech-republic,2002,0,0,0,1,19,,Martin Richter,24,P,6,0,0,0,0,0,0,0,0,0.000,0.000,0.000
3238,czech-republic,2002,0,0,0,1,20,,Milan Hnilicka,28,M,5,0,0,0,0,,0,0,0,0.000,0.000,0.000
3239,czech-republic,2002,0,0,0,1,21,,Ondrej Kratena,25,H,5,0,0,0,0,0,0,0,0,0.000,0.000,0.000
3240,czech-republic,2002,0,0,0,1,22,,Jiri Trvaj,28,M,2,0,0,0,0,,0,0,0,0.000,0.000,0.000
3241,czech-republic,2001,1,0,0,0,1,,Robert Reichel,29,H,9,5,7,12,4,11,1,0,1,0.556,0.778,1.333
3242,czech-republic,2001,1,0,0,0,2,,Radek Dvorák,24,H,9,4,4,8,8,8,0,0,0,0.444,0.444,0.889
3243,czech-republic,2001,1,0,0,0,3,,Petr Cajánek,25,H,9,2,6,8,4,9,0,1,0,0.222,0.667,0.889
3244,czech-republic,2001,1,0,0,0,4,,Viktor Ujcik,28,H,9,6,1,7,4,9,1,0,2,0.667,0.111,0.778
3245,czech-republic,2001,1,0,0,0,5,,David Moravec,28,H,9,3,4,7,6,2,1,0,2,0.333,0.444,0.778
3246,czech-republic,2001,1,0,0,0,6,,Martin Procházka,29,H,9,4,2,6,2,4,1,0,2,0.444,0.222,0.667
3247,czech-republic,2001,1,0,0,0,7,,Martin Rucínský,30,H,9,2,4,6,30,8,0,0,0,0.222,0.444,0.667
3248,czech-republic,2001,1,0,0,0,8,,Tomá Vlasak,26,H,9,2,4,6,4,6,0,0,0,0.222,0.444,0.667
3249,czech-republic,2001,1,0,0,0,9,,Pavel Kubina,24,P,9,2,3,5,18,9,0,0,0,0.222,0.333,0.556
3250,czech-republic,2001,1,0,0,0,10,,Pavel Patera,29,H,9,0,5,5,2,2,0,0,0,0.000,0.556,0.556
3251,czech-republic,2001,1,0,0,0,11,,Jirí Dopita,32,H,9,2,1,3,4,4,0,0,1,0.222,0.111,0.333
3252,czech-republic,2001,1,0,0,0,12,,Jaroslav pacek,27,P,9,0,3,3,4,7,0,0,0,0.000,0.333,0.333
3253,czech-republic,2001,1,0,0,0,13,,David Výborný,26,H,9,2,0,2,4,2,0,0,0,0.222,0.000,0.222
3254,czech-republic,2001,1,0,0,0,14,,Filip Kuba,24,P,9,1,1,2,8,4,0,0,0,0.111,0.111,0.222
3255,czech-republic,2001,1,0,0,0,15,,Radek Martínek,24,P,9,0,2,2,8,12,0,0,0,0.000,0.222,0.222
3256,czech-republic,2001,1,0,0,0,16,,Frantiek Kaberle,27,P,9,1,0,1,4,5,0,0,0,0.111,0.000,0.111
3257,czech-republic,2001,1,0,0,0,17,,Jaroslav Hlinka,24,H,9,1,0,1,2,0,0,0,0,0.111,0.000,0.111
3258,czech-republic,2001,1,0,0,0,18,,Jan Tomajko,24,H,9,0,1,1,2,0,0,0,0,0.000,0.111,0.111
3259,czech-republic,2001,1,0,0,0,19,,Milan Hnilicka,27,M,9,0,0,0,2,,0,0,0,0.000,0.000,0.000
3260,czech-republic,2001,1,0,0,0,20,,Karel Pilar,23,P,9,0,0,0,6,8,0,0,0,0.000,0.000,0.000
3261,czech-republic,2001,1,0,0,0,21,,Martin Richter,23,P,9,0,0,0,0,2,0,0,0,0.000,0.000,0.000
3262,czech-republic,2001,1,0,0,0,22,,Dusan Salficky,29,M,1,0,0,0,0,,0,0,0,0.000,0.000,0.000
3263,czech-republic,2000,1,0,0,0,1,,Jirí Dopita,31,H,9,4,7,11,16,8,3,0,1,0.444,0.778,1.222
3264,czech-republic,2000,1,0,0,0,2,,David Výborný,25,H,9,4,6,10,6,6,1,0,0,0.444,0.667,1.111
3265,czech-republic,2000,1,0,0,0,3,,Tomá Vlasak,25,H,9,4,5,9,0,5,0,0,1,0.444,0.556,1.000
3266,czech-republic,2000,1,0,0,0,4,,Michal Sýkora,26,P,9,5,3,8,16,7,2,0,1,0.556,0.333,0.889
3267,czech-republic,2000,1,0,0,0,5,,Václav Prospal,25,H,9,3,4,7,8,5,2,0,0,0.333,0.444,0.778
3268,czech-republic,2000,1,0,0,0,6,,Václav Varad'a,24,H,9,2,4,6,6,5,1,0,0,0.222,0.444,0.667
3269,czech-republic,2000,1,0,0,0,7,,Martin Procházka,28,H,9,2,3,5,6,5,0,0,0,0.222,0.333,0.556
3270,czech-republic,2000,1,0,0,0,8,,Robert Reichel,28,H,9,2,3,5,4,3,0,0,1,0.222,0.333,0.556
3271,czech-republic,2000,1,0,0,0,9,,Frantiek Kaberle,26,P,8,2,3,5,6,5,0,0,0,0.250,0.375,0.625
3272,czech-republic,2000,1,0,0,0,10,,Frantiek Kucera,32,P,9,2,2,4,6,8,0,0,1,0.222,0.222,0.444
3273,czech-republic,2000,1,0,0,0,11,,Petr Buzek,23,P,9,1,3,4,24,6,0,0,0,0.111,0.333,0.444
3274,czech-republic,2000,1,0,0,0,12,,Petr Cajánek,24,H,9,1,3,4,2,1,0,0,0,0.111,0.333,0.444
3275,czech-republic,2000,1,0,0,0,13,,Martin Havlát,19,H,9,2,1,3,2,1,0,0,1,0.222,0.111,0.333
3276,czech-republic,2000,1,0,0,0,14,,Martin Stepanek,29,P,9,2,1,3,10,3,1,0,0,0.222,0.111,0.333
3277,czech-republic,2000,1,0,0,0,15,,Pavel Patera,28,H,9,1,1,2,4,3,0,0,0,0.111,0.111,0.222
3278,czech-republic,2000,1,0,0,0,16,,Martin panhel,22,H,9,1,1,2,10,1,0,0,0,0.111,0.111,0.222
3279,czech-republic,2000,1,0,0,0,17,,Jan Tomajko,23,H,9,1,1,2,0,4,0,0,1,0.111,0.111,0.222
3280,czech-republic,2000,1,0,0,0,18,,Ladislav Benýek,25,P,9,1,0,1,2,2,1,0,0,0.111,0.000,0.111
3281,czech-republic,2000,1,0,0,0,19,,Michal Bros,24,H,9,1,0,1,0,0,0,0,1,0.111,0.000,0.111
3282,czech-republic,2000,1,0,0,0,20,,Radek Martínek,23,P,9,0,0,0,4,1,0,0,0,0.000,0.000,0.000
3283,czech-republic,2000,1,0,0,0,21,,Roman Cechmánek,29,M,8,0,0,0,2,,0,0,0,0.000,0.000,0.000
3284,czech-republic,2000,1,0,0,0,22,,Dusan Salficky,28,M,1,0,0,0,0,,0,0,0,0.000,0.000,0.000
3285,czech-republic,1999,1,0,0,0,1,,Jan Hlavác,22,H,10,5,5,10,4,7,0,0,1,0.500,0.500,1.000
3286,czech-republic,1999,1,0,0,0,2,,Martin Rucínský,28,H,10,4,6,10,16,6,0,0,2,0.400,0.600,1.000
3287,czech-republic,1999,1,0,0,0,3,,Viktor Ujcik,26,H,10,6,2,8,12,3,0,0,0,0.600,0.200,0.800
3288,czech-republic,1999,1,0,0,0,4,,Radek Dvorák,22,H,10,4,4,8,6,7,0,0,1,0.400,0.400,0.800
3289,czech-republic,1999,1,0,0,0,5,,David Výborný,24,H,10,4,4,8,6,8,2,1,1,0.400,0.400,0.800
3290,czech-republic,1999,1,0,0,0,6,,Pavel Kubina,22,P,10,2,6,8,12,7,1,0,0,0.200,0.600,0.800
3291,czech-republic,1999,1,0,0,0,7,,Pavel Patera,27,H,10,3,4,7,6,1,1,0,1,0.300,0.400,0.700
3292,czech-republic,1999,1,0,0,0,8,,Roman Simicek,27,H,10,1,6,7,26,2,0,0,0,0.100,0.600,0.700
3293,czech-republic,1999,1,0,0,0,9,,Libor Prochazka,25,P,10,4,2,6,18,-2,4,0,0,0.400,0.200,0.600
3294,czech-republic,1999,1,0,0,0,10,,Jan Caloun,26,H,6,4,2,6,4,1,1,0,0,0.667,0.333,1.000
3295,czech-republic,1999,1,0,0,0,11,,Frantiek Kaberle,25,P,10,3,3,6,0,-3,1,0,0,0.300,0.300,0.600
3296,czech-republic,1999,1,0,0,0,12,,Martin Procházka,27,H,10,2,4,6,0,1,1,0,1,0.200,0.400,0.600
3297,czech-republic,1999,1,0,0,0,13,,Jaroslav pacek,25,P,10,1,5,6,8,8,0,0,0,0.100,0.500,0.600
3298,czech-republic,1999,1,0,0,0,14,,Petr Sýkora,22,H,8,1,5,6,14,4,1,0,0,0.125,0.625,0.750
3299,czech-republic,1999,1,0,0,0,15,,Frantiek Kucera,31,P,10,0,6,6,6,6,0,0,0,0.000,0.600,0.600
3300,czech-republic,1999,1,0,0,0,16,,Tomá Vlasak,24,H,10,3,2,5,16,-2,1,0,1,0.300,0.200,0.500
3301,czech-republic,1999,1,0,0,0,17,,Jiri Vykoukal,28,P,8,0,1,1,8,6,0,0,0,0.000,0.125,0.125
3302,czech-republic,1999,1,0,0,0,18,,David Moravec,26,H,10,0,0,0,8,1,0,0,0,0.000,0.000,0.000
3303,czech-republic,1999,1,0,0,0,19,,Milan Hnilicka,25,M,9,0,0,0,0,,0,0,0,0.000,0.000,0.000
3304,czech-republic,1999,1,0,0,0,20,,Ladislav Benýek,24,P,4,0,0,0,0,2,0,0,0,0.000,0.000,0.000
3305,czech-republic,1999,1,0,0,0,21,,Roman Cechmánek,28,M,4,0,0,0,2,,0,0,0,0.000,0.000,0.000
3306,czech-republic,1999,1,0,0,0,22,,Tomas Kucharcik,28,H,4,0,0,0,0,-3,0,0,0,0.000,0.000,0.000
3307,czech-republic,1999,1,0,0,0,23,,Roman Meluzin,26,H,4,0,0,0,0,-1,0,0,0,0.000,0.000,0.000
3308,switzerland,2018,0,1,0,0,1,,Nino Niederreiter,25,H,10,4,5,9,10,6,2,0,0,0.400,0.500,0.900
3309,switzerland,2018,0,1,0,0,2,,Enzo Corvi,25,H,10,4,5,9,6,2,0,0,2,0.400,0.500,0.900
3310,switzerland,2018,0,1,0,0,3,,Sven Andrighetto,25,H,9,2,7,9,27,-1,0,0,0,0.222,0.778,1.000
3311,switzerland,2018,0,1,0,0,4,,Gregory Hofmann,25,H,10,4,3,7,2,0,2,0,1,0.400,0.300,0.700
3312,switzerland,2018,0,1,0,0,5,,Ramon Untersander,27,P,10,3,4,7,0,-3,2,0,0,0.300,0.400,0.700
3313,switzerland,2018,0,1,0,0,6,,Timo Meier,21,H,7,2,5,7,2,1,2,0,0,0.286,0.714,1.000
3314,switzerland,2018,0,1,0,0,7,,Joel Vermin,26,H,10,3,3,6,0,0,0,0,1,0.300,0.300,0.600
3315,switzerland,2018,0,1,0,0,8,,Raphael Diaz,32,P,10,1,5,6,8,4,0,0,0,0.100,0.500,0.600
3316,switzerland,2018,0,1,0,0,9,,Mirco Müller,23,P,10,1,5,6,8,9,0,1,0,0.100,0.500,0.600
3317,switzerland,2018,0,1,0,0,10,,Gaetan Haas,26,H,10,3,2,5,0,2,2,0,1,0.300,0.200,0.500
3318,switzerland,2018,0,1,0,0,11,,Kevin Fiala,21,H,5,1,4,5,6,2,0,0,0,0.200,0.800,1.000
3319,switzerland,2018,0,1,0,0,12,,Simon Moser,29,H,10,2,2,4,4,3,0,1,0,0.200,0.200,0.400
3320,switzerland,2018,0,1,0,0,13,,Tristan Scherwey,26,H,10,2,2,4,2,0,0,0,1,0.200,0.200,0.400
3321,switzerland,2018,0,1,0,0,14,,Dean Kukan,24,P,10,1,2,3,0,0,1,0,0,0.100,0.200,0.300
3322,switzerland,2018,0,1,0,0,15,,Roman Josi,27,P,5,0,3,3,4,2,0,0,0,0.000,0.600,0.600
3323,switzerland,2018,0,1,0,0,16,,Michael Fora,22,P,10,0,1,1,4,-1,0,0,0,0.000,0.100,0.100
3324,switzerland,2018,0,1,0,0,17,,Reto Schäppi,27,H,10,0,0,0,4,-1,0,0,0,0.000,0.000,0.000
3325,switzerland,2018,0,1,0,0,18,,Lukas Frick,23,P,10,0,0,0,0,-1,0,0,0,0.000,0.000,0.000
3326,switzerland,2018,0,1,0,0,19,,Noah Rod,21,H,10,0,0,0,4,-2,0,0,0,0.000,0.000,0.000
3327,switzerland,2018,0,1,0,0,20,,Chris Baltisberger,26,H,9,0,0,0,4,0,0,0,0,0.000,0.000,0.000
3328,switzerland,2018,0,1,0,0,21,,Leonardo Genoni,30,M,7,0,0,0,0,,0,0,0,0.000,0.000,0.000
3329,switzerland,2018,0,1,0,0,22,,Damien Riat,21,H,6,0,0,0,0,1,0,0,0,0.000,0.000,0.000
3330,switzerland,2018,0,1,0,0,23,,Joel Genazzi,30,P,5,0,0,0,0,-1,0,0,0,0.000,0.000,0.000
3331,switzerland,2018,0,1,0,0,24,,Reto Berra,31,M,3,0,0,0,0,,0,0,0,0.000,0.000,0.000
3332,switzerland,2017,0,0,0,1,1,,Vincent Praplan,22,H,8,4,3,7,2,6,0,0,0,0.500,0.375,0.875
3333,switzerland,2017,0,0,0,1,2,,Andres Ambühl,33,H,8,3,2,5,14,4,1,0,0,0.375,0.250,0.625
3334,switzerland,2017,0,0,0,1,3,,Romain Loeffel,26,P,8,1,4,5,8,6,0,0,0,0.125,0.500,0.625
3335,switzerland,2017,0,0,0,1,4,,Denis Hollenstein,27,H,7,0,5,5,2,4,0,0,0,0.000,0.714,0.714
3336,switzerland,2017,0,0,0,1,5,,Ramon Untersander,26,P,6,0,5,5,0,2,0,0,0,0.000,0.833,0.833
3337,switzerland,2017,0,0,0,1,6,,Cody Almond,27,H,7,2,2,4,2,0,0,0,0,0.286,0.286,0.571
3338,switzerland,2017,0,0,0,1,7,,Tanner Richard,24,H,7,0,4,4,8,1,0,0,0,0.000,0.571,0.571
3339,switzerland,2017,0,0,0,1,8,,Fabrice Herzog,22,H,8,3,0,3,0,-1,1,0,1,0.375,0.000,0.375
3340,switzerland,2017,0,0,0,1,9,,Gaetan Haas,25,H,8,2,1,3,0,5,0,0,0,0.250,0.125,0.375
3341,switzerland,2017,0,0,0,1,10,,Reto Schäppi,26,H,8,2,1,3,8,0,1,0,2,0.250,0.125,0.375
3342,switzerland,2017,0,0,0,1,11,,Damien Brunner,31,H,7,2,1,3,4,1,0,0,1,0.286,0.143,0.429
3343,switzerland,2017,0,0,0,1,12,,Pius Suter,20,H,8,1,2,3,4,1,1,0,0,0.125,0.250,0.375
3344,switzerland,2017,0,0,0,1,13,,Joel Genazzi,29,P,8,1,2,3,2,7,0,0,0,0.125,0.250,0.375
3345,switzerland,2017,0,0,0,1,14,,Simon Bodenmann,29,H,8,1,0,1,2,2,0,0,0,0.125,0.000,0.125
3346,switzerland,2017,0,0,0,1,15,,Reto Suri,28,H,4,1,0,1,0,2,0,0,1,0.250,0.000,0.250
3347,switzerland,2017,0,0,0,1,16,,Raphael Diaz,31,P,8,0,1,1,6,0,0,0,0,0.000,0.125,0.125
3348,switzerland,2017,0,0,0,1,17,,Dean Kukan,23,P,8,0,1,1,2,1,0,0,0,0.000,0.125,0.125
3349,switzerland,2017,0,0,0,1,18,,Christian Marti,24,P,8,0,1,1,2,1,0,0,0,0.000,0.125,0.125
3350,switzerland,2017,0,0,0,1,19,,Thomas Rüfenacht,32,H,8,0,1,1,2,-2,0,0,0,0.000,0.125,0.125
3351,switzerland,2017,0,0,0,1,20,,Dominik Schlumpf,26,P,2,0,1,1,0,0,0,0,0,0.000,0.500,0.500
3352,switzerland,2017,0,0,0,1,21,,Philippe Furrer,31,P,7,0,0,0,4,1,0,0,0,0.000,0.000,0.000
3353,switzerland,2017,0,0,0,1,22,,Denis Malgin,20,H,7,0,0,0,2,-1,0,0,0,0.000,0.000,0.000
3354,switzerland,2017,0,0,0,1,23,,Leonardo Genoni,29,M,6,0,0,0,0,,0,0,0,0.000,0.000,0.000
3355,switzerland,2017,0,0,0,1,24,,Jonas Hiller,35,M,2,0,0,0,0,,0,0,0,0.000,0.000,0.000
3356,switzerland,2017,0,0,0,1,25,,Niklas Schlegel,22,M,1,0,0,0,0,,0,0,0,0.000,0.000,0.000
3357,switzerland,2016,0,0,0,1,1,,Sven Andrighetto,23,H,7,3,4,7,4,2,0,0,0,0.429,0.571,1.000
3358,switzerland,2016,0,0,0,1,2,,Nino Niederreiter,23,H,7,3,3,6,2,6,2,0,0,0.429,0.429,0.857
3359,switzerland,2016,0,0,0,1,3,,Simon Moser,27,H,7,3,3,6,6,4,1,0,0,0.429,0.429,0.857
3360,switzerland,2016,0,0,0,1,4,,Raphael Diaz,30,P,5,0,6,6,2,2,0,0,0,0.000,1.200,1.200
3361,switzerland,2016,0,0,0,1,5,,Denis Hollenstein,26,H,7,3,1,4,4,-1,2,0,0,0.429,0.143,0.571
3362,switzerland,2016,0,0,0,1,6,,Felicien DuBois,32,P,7,1,3,4,18,-2,0,0,0,0.143,0.429,0.571
3363,switzerland,2016,0,0,0,1,7,,Andres Ambühl,32,H,7,0,4,4,6,-4,0,0,0,0.000,0.571,0.571
3364,switzerland,2016,0,0,0,1,8,,Eric Blum,29,P,7,2,1,3,0,4,0,0,2,0.286,0.143,0.429
3365,switzerland,2016,0,0,0,1,9,,Yannick Weber,27,P,7,1,2,3,4,-1,0,0,0,0.143,0.286,0.429
3366,switzerland,2016,0,0,0,1,10,,Samuel Walser,23,H,7,2,0,2,6,-2,1,0,0,0.286,0.000,0.286
3367,switzerland,2016,0,0,0,1,11,,Gregory Hofmann,23,H,7,1,1,2,0,3,0,0,0,0.143,0.143,0.286
3368,switzerland,2016,0,0,0,1,12,,Noah Schneeberger,27,P,7,1,1,2,0,1,0,0,0,0.143,0.143,0.286
3369,switzerland,2016,0,0,0,1,13,,Reto Schäppi,25,H,5,0,2,2,2,2,0,0,0,0.000,0.400,0.400
3370,switzerland,2016,0,0,0,1,14,,Morris Trachsler,31,H,7,0,1,1,2,1,0,0,0,0.000,0.143,0.143
3371,switzerland,2016,0,0,0,1,15,,Patrick Geering,26,P,7,0,1,1,4,-2,0,0,0,0.000,0.143,0.143
3372,switzerland,2016,0,0,0,1,16,,Lino Martschini,23,H,4,0,1,1,0,-1,0,0,0,0.000,0.250,0.250
3373,switzerland,2016,0,0,0,1,17,,Robin Grossmann,28,P,7,0,0,0,12,1,0,0,0,0.000,0.000,0.000
3374,switzerland,2016,0,0,0,1,18,,Julian Walker,29,H,7,0,0,0,2,0,0,0,0,0.000,0.000,0.000
3375,switzerland,2016,0,0,0,1,19,,Dino Wieser,26,H,7,0,0,0,2,-4,0,0,0,0.000,0.000,0.000
3376,switzerland,2016,0,0,0,1,20,,Marc Wieser,28,H,7,0,0,0,2,-2,0,0,0,0.000,0.000,0.000
3377,switzerland,2016,0,0,0,1,21,,Reto Berra,29,M,6,0,0,0,2,,0,0,0,0.000,0.000,0.000
3378,switzerland,2016,0,0,0,1,22,,Christian Marti,23,P,4,0,0,0,4,-2,0,0,0,0.000,0.000,0.000
3379,switzerland,2016,0,0,0,1,23,,Gaetan Haas,24,H,3,0,0,0,2,0,0,0,0,0.000,0.000,0.000
3380,switzerland,2016,0,0,0,1,24,,Robert Mayer,26,M,2,0,0,0,0,,0,0,0,0.000,0.000,0.000
3381,switzerland,2015,0,0,0,1,1,,Damien Brunner,29,H,8,1,4,5,8,-1,0,0,0,0.125,0.500,0.625
3382,switzerland,2015,0,0,0,1,2,,Roman Josi,24,P,8,2,2,4,2,4,0,0,1,0.250,0.250,0.500
3383,switzerland,2015,0,0,0,1,3,,Kevin Fiala,18,H,8,1,2,3,6,0,1,0,0,0.125,0.250,0.375
3384,switzerland,2015,0,0,0,1,4,,Matthias Bieber,29,H,8,2,0,2,0,-2,0,0,0,0.250,0.000,0.250
3385,switzerland,2015,0,0,0,1,5,,Denis Hollenstein,25,H,8,2,0,2,6,0,1,0,1,0.250,0.000,0.250
3386,switzerland,2015,0,0,0,1,6,,Andres Ambühl,31,H,8,1,1,2,0,-1,0,1,0,0.125,0.125,0.250
3387,switzerland,2015,0,0,0,1,7,,Mark Streit,37,P,8,0,2,2,6,-5,0,0,0,0.000,0.250,0.250
3388,switzerland,2015,0,0,0,1,8,,Cody Almond,25,H,8,0,2,2,2,0,0,0,0,0.000,0.250,0.250
3389,switzerland,2015,0,0,0,1,9,,Eric Blum,28,P,8,0,2,2,2,3,0,0,0,0.000,0.250,0.250
3390,switzerland,2015,0,0,0,1,10,,Robin Grossmann,27,P,8,0,2,2,4,-5,0,0,0,0.000,0.250,0.250
3391,switzerland,2015,0,0,0,1,11,,Simon Bodenmann,27,H,8,1,0,1,2,-2,0,0,0,0.125,0.000,0.125
3392,switzerland,2015,0,0,0,1,12,,Reto Suri,26,H,8,1,0,1,0,0,0,0,0,0.125,0.000,0.125
3393,switzerland,2015,0,0,0,1,13,,Morris Trachsler,30,H,8,1,0,1,2,-3,0,0,0,0.125,0.000,0.125
3394,switzerland,2015,0,0,0,1,14,,Felicien DuBois,31,P,2,1,0,1,0,1,0,0,0,0.500,0.000,0.500
3395,switzerland,2015,0,0,0,1,15,,Kevin Romy,30,H,8,0,1,1,2,-1,0,0,0,0.000,0.125,0.125
3396,switzerland,2015,0,0,0,1,16,,Reto Schäppi,24,H,8,0,1,1,4,-2,0,0,0,0.000,0.125,0.125
3397,switzerland,2015,0,0,0,1,17,,Julian Walker,28,H,8,0,0,0,0,-1,0,0,0,0.000,0.000,0.000
3398,switzerland,2015,0,0,0,1,18,,Patrick Geering,25,P,8,0,0,0,2,-4,0,0,0,0.000,0.000,0.000
3399,switzerland,2015,0,0,0,1,19,,Dino Wieser,25,H,8,0,0,0,2,-3,0,0,0,0.000,0.000,0.000
3400,switzerland,2015,0,0,0,1,20,,Timo Helbling,33,P,7,0,0,0,8,-3,0,0,0,0.000,0.000,0.000
3401,switzerland,2015,0,0,0,1,21,,Reto Berra,28,M,5,0,0,0,0,,0,0,0,0.000,0.000,0.000
3402,switzerland,2015,0,0,0,1,22,,Dean Kukan,21,P,3,0,0,0,0,0,0,0,0,0.000,0.000,0.000
3403,switzerland,2015,0,0,0,1,23,,Leonardo Genoni,27,M,3,0,0,0,0,,0,0,0,0.000,0.000,0.000
3404,switzerland,2015,0,0,0,1,24,,Romain Loeffel,24,P,2,0,0,0,0,-1,0,0,0,0.000,0.000,0.000
3405,switzerland,2014,0,0,0,1,1,,Roman Josi,23,P,7,1,6,7,2,-1,0,0,0,0.143,0.857,1.000
3406,switzerland,2014,0,0,0,1,2,,Damien Brunner,28,H,7,3,3,6,4,0,0,1,0,0.429,0.429,0.857
3407,switzerland,2014,0,0,0,1,3,,Denis Hollenstein,24,H,7,3,2,5,2,-2,0,1,0,0.429,0.286,0.714
3408,switzerland,2014,0,0,0,1,4,,Yannick Weber,25,P,7,3,1,4,4,1,2,2,0,0.429,0.143,0.571
3409,switzerland,2014,0,0,0,1,5,,Andres Ambühl,30,H,7,1,3,4,4,-4,0,1,0,0.143,0.429,0.571
3410,switzerland,2014,0,0,0,1,6,,Luca Cunti,24,H,7,1,3,4,2,-2,0,1,0,0.143,0.429,0.571
3411,switzerland,2014,0,0,0,1,7,,Kevin Romy,29,H,6,1,2,3,4,-2,1,0,0,0.167,0.333,0.500
